"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"processx","processx","C:/Users/Victor/Documents/R/win-library/4.1","3.5.2",NA,NA,"ps (>= 1.2.0), R6, utils",NA,"callr (>= 3.2.0), cli, codetools, covr, curl, debugme,
parallel, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"prodlim","prodlim","C:/Users/Victor/Documents/R/win-library/4.1","2019.11.13",NA,"R (>= 2.9.0)","Rcpp (>= 0.11.5), stats, grDevices, graphics, survival,
KernSmooth, lava","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"progress","progress","C:/Users/Victor/Documents/R/win-library/4.1","1.2.2",NA,NA,"hms, prettyunits, R6, crayon",NA,"Rcpp, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"progressr","progressr","C:/Users/Victor/Documents/R/win-library/4.1","0.9.0",NA,"R (>= 3.5.0)","digest, utils",NA,"graphics, tcltk, beepr, crayon, pbmcapply, progress, purrr,
foreach, plyr, doFuture, future, future.apply, furrr,
rstudioapi, shiny, commonmark, base64enc, tools",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.1.1"
"promises","promises","C:/Users/Victor/Documents/R/win-library/4.1","1.2.0.1",NA,NA,"R6, Rcpp, later, rlang, stats, magrittr","later, Rcpp","testthat, future (>= 1.21.0), fastmap (>= 1.1.0), purrr,
knitr, rmarkdown, vembedr, spelling",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"proto","proto","C:/Users/Victor/Documents/R/win-library/4.1","1.0.0",NA,NA,NA,NA,"testthat, covr",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"proxy","proxy","C:/Users/Victor/Documents/R/win-library/4.1","0.4-26",NA,"R (>= 3.4.0)","stats, utils",NA,"cba",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.1"
"pryr","pryr","C:/Users/Victor/Documents/R/win-library/4.1","0.1.5",NA,"R (>= 3.1.0)","stringr, codetools, methods, Rcpp (>= 0.11.0), lobstr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.1"
"ps","ps","C:/Users/Victor/Documents/R/win-library/4.1","1.6.0",NA,"R (>= 3.1)","utils",NA,"callr, covr, curl, pingr, processx (>= 3.1.0), R6, rlang,
testthat, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"pspearman","pspearman","C:/Users/Victor/Documents/R/win-library/4.1","0.3-0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.1"
"psych","psych","C:/Users/Victor/Documents/R/win-library/4.1","2.1.9",NA,NA,"mnormt,parallel,stats,graphics,grDevices,methods,lattice,nlme",NA,"psychTools, GPArotation, lavaan, lme4, Rcsdp, graph, knitr,
Rgraphviz",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"psycho","psycho","C:/Users/Victor/Documents/R/win-library/4.1","0.6.1",NA,"R (>= 3.5.0)","stats, scales, utils, dplyr, stringr, ggplot2, insight,
bayestestR, parameters, effectsize",NA,"knitr, rmarkdown, testthat, covr, GPArotation",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"psychTools","psychTools","C:/Users/Victor/Documents/R/win-library/4.1","2.1.3",NA,"R(>= 2.10)","foreign,psych",NA,"parallel, GPArotation, lavaan,knitr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"purrr","purrr","C:/Users/Victor/Documents/R/win-library/4.1","0.3.4",NA,"R (>= 3.2)","magrittr (>= 1.5), rlang (>= 0.3.1)",NA,"covr, crayon, dplyr (>= 0.7.8), knitr, rmarkdown, testthat,
tibble, tidyselect",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"qpdf","qpdf","C:/Users/Victor/Documents/R/win-library/4.1","1.1",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.1.1"
"quadprog","quadprog","C:/Users/Victor/Documents/R/win-library/4.1","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"quantmod","quantmod","C:/Users/Victor/Documents/R/win-library/4.1","0.4.18",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl",NA,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader,jsonlite(>=
1.1)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"quantreg","quantreg","C:/Users/Victor/Documents/R/win-library/4.1","5.86",NA,"R (>= 2.6), stats, SparseM","methods, graphics, Matrix, MatrixModels, conquer",NA,"tripack, akima, MASS, survival, rgl, logspline, nor1mix,
Formula, zoo, R.rsp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"R6","R6","C:/Users/Victor/Documents/R/win-library/4.1","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"ragg","ragg","C:/Users/Victor/Documents/R/win-library/4.1","1.1.3",NA,NA,"systemfonts (>= 1.0.0), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, testthat, grid, graphics",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"randtests","randtests","C:/Users/Victor/Documents/R/win-library/4.1","1.0",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"rapidjsonr","rapidjsonr","C:/Users/Victor/Documents/R/win-library/4.1","1.2.0",NA,NA,NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"rappdirs","rappdirs","C:/Users/Victor/Documents/R/win-library/4.1","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"raster","raster","C:/Users/Victor/Documents/R/win-library/4.1","3.5-2",NA,"sp (>= 1.4.1), R (>= 3.5.0)","Rcpp, methods, terra","Rcpp","rgdal (>= 1.5-8), rgeos (>= 0.3-8), ncdf4, igraph, tcltk,
parallel, rasterVis, MASS, sf, tinytest, gstat, fields,
exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.1"
"rcmdcheck","rcmdcheck","C:/Users/Victor/Documents/R/win-library/4.1","1.3.3",NA,NA,"callr (>= 3.1.1.9000), cli (>= 1.1.0), crayon, desc (>=
1.2.0), digest, pkgbuild, prettyunits, R6, rprojroot,
sessioninfo (>= 1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"Rcmdr","Rcmdr","C:/Users/Victor/Documents/R/win-library/4.1","2.7-1",NA,"R (>= 3.5.0), grDevices, graphics, methods, stats, utils,
splines, RcmdrMisc (>= 2.7-1), car (>= 3.0-8), effects (>=
4.0-3)","tcltk, tcltk2 (>= 1.2-6), abind, relimp (>= 1.0-5), lme4",NA,"aplpack, boot, colorspace, e1071, foreign, grid, Hmisc,
knitr, lattice, leaps, lmtest, markdown, MASS, mgcv, multcomp
(>= 0.991-2), nlme, nnet, nortest, readxl, rgl (>= 0.96.0),
rmarkdown (>= 0.9.5), sem (>= 2.1-1)",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"RcmdrMisc","RcmdrMisc","C:/Users/Victor/Documents/R/win-library/4.1","2.7-1",NA,"R (>= 3.5.0), utils, car (>= 3.0-0), sandwich","abind, colorspace, Hmisc (>= 4.1-0), MASS, e1071, foreign,
haven, readstata13, readxl, graphics, grDevices, stats,
nortest, lattice",NA,"boot, datasets, carData",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"RColorBrewer","RColorBrewer","C:/Users/Victor/Documents/R/win-library/4.1","1.1-2",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.1.0"
"Rcpp","Rcpp","C:/Users/Victor/Documents/R/win-library/4.1","1.0.7",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RcppArmadillo","RcppArmadillo","C:/Users/Victor/Documents/R/win-library/4.1","0.10.7.3.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.2"
"RcppEigen","RcppEigen","C:/Users/Victor/Documents/R/win-library/4.1","0.3.3.9.1",NA,NA,"Matrix (>= 1.1-0), Rcpp (>= 0.11.0), stats, utils","Rcpp","inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"RcppParallel","RcppParallel","C:/Users/Victor/Documents/R/win-library/4.1","5.1.4",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"RCurl","RCurl","C:/Users/Victor/Documents/R/win-library/4.1","1.98-1.3",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"readbitmap","readbitmap","C:/Users/Victor/Documents/R/win-library/4.1","0.1.5",NA,NA,"bmp, jpeg, png, tiff",NA,"pixmap, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"readODS","readODS","C:/Users/Victor/Documents/R/win-library/4.1","1.7.0",NA,NA,"xml2 (>= 1.3.2), cellranger, readr (>= 1.2.1), stringi, utils",NA,"dplyr, testthat, datasets, covr, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"readr","readr","C:/Users/Victor/Documents/R/win-library/4.1","2.1.0",NA,"R (>= 3.1)","cli, clipr, crayon, hms (>= 0.4.1), methods, rlang, R6,
tibble, vroom (>= 1.5.6), utils, lifecycle (>= 0.2.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, dplyr, knitr, rmarkdown, spelling, stringi,
testthat, tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"readstata13","readstata13","C:/Users/Victor/Documents/R/win-library/4.1","0.10.0",NA,NA,"Rcpp (>= 0.11.5)","Rcpp","testthat",NA,"GPL-2 | file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"readtext","readtext","C:/Users/Victor/Documents/R/win-library/4.1","0.80",NA,"R (>= 3.1)","antiword, data.table, digest, httr, jsonlite (>= 0.9.10),
pdftools, readODS (>= 1.7.0), readxl, streamR, stringi,
striprtf, tibble, xml2, utils",NA,"knitr, pkgload, rmarkdown, quanteda (>= 1.1.0), testthat",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"readxl","readxl","C:/Users/Victor/Documents/R/win-library/4.1","1.3.1",NA,NA,"cellranger, Rcpp (>= 0.12.18), tibble (>= 1.3.1), utils","progress, Rcpp","covr, knitr, rmarkdown, rprojroot (>= 1.1), testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"recipes","recipes","C:/Users/Victor/Documents/R/win-library/4.1","0.1.17",NA,"dplyr, R (>= 3.1)","ellipsis, generics (>= 0.1.0), glue, gower, ipred (>= 0.9-12),
lifecycle, lubridate, magrittr, Matrix, purrr (>= 0.2.3), rlang
(>= 0.4.0), stats, tibble, tidyr (>= 1.0.0), tidyselect (>=
1.1.0), timeDate, utils, vctrs, withr",NA,"covr, ddalpha, dimRed (>= 0.2.2), fastICA, ggplot2, igraph,
kernlab, knitr, modeldata, parsnip (>= 0.1.7), RANN, RcppRoll,
rmarkdown, rpart, rsample, RSpectra, testthat (>= 3.0.0),
workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"relimp","relimp","C:/Users/Victor/Documents/R/win-library/4.1","1.0-5",NA,"R (>= 2.0.0)","stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"rematch","rematch","C:/Users/Victor/Documents/R/win-library/4.1","1.0.1",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rematch2","rematch2","C:/Users/Victor/Documents/R/win-library/4.1","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"remotes","remotes","C:/Users/Victor/Documents/R/win-library/4.1","2.4.0",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, curl, covr, git2r (>= 0.23.0), knitr,
mockery, pkgbuild (>= 1.0.1), pingr, rmarkdown, rprojroot,
testthat, webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"renv","renv","C:/Users/Victor/Documents/R/win-library/4.1","0.13.2",NA,NA,"utils",NA,"R6, BiocManager, cli, covr, devtools, knitr, packrat,
remotes, reticulate, rmarkdown, rstudioapi, testthat, uuid,
yaml",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"report","report","C:/Users/Victor/Documents/R/win-library/4.1","0.4.0.1",NA,NA,"bayestestR (>= 0.11.5), effectsize (>= 0.5.0.1), insight (>=
0.14.5), parameters (>= 0.15.0), performance (>= 0.8.0),
datawizard (>= 0.2.1), stats, tools, utils",NA,"BayesFactor, brms, httr, ivreg, knitr, lavaan, lme4,
logspline, poorman, rmarkdown, rstanarm, spelling, survival,
testthat",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"repr","repr","C:/Users/Victor/Documents/R/win-library/4.1","1.1.3",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL-3",NA,NA,NA,NA,"no","4.1.1"
"reprex","reprex","C:/Users/Victor/Documents/R/win-library/4.1","2.0.0",NA,"R (>= 3.3)","callr (>= 3.6.0), cli (>= 2.3.1), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), rlang (>= 0.4.0), rmarkdown, rstudioapi,
utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, mockr, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"reshape","reshape","C:/Users/Victor/Documents/R/win-library/4.1","0.8.8",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"reshape2","reshape2","C:/Users/Victor/Documents/R/win-library/4.1","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"reticulate","reticulate","C:/Users/Victor/Documents/R/win-library/4.1","1.20",NA,"R (>= 3.0)","Matrix, Rcpp (>= 0.12.7), graphics, jsonlite, methods, png,
rappdirs, utils, withr","Rcpp","callr, knitr, rmarkdown, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.1.0"
"rgl","rgl","C:/Users/Victor/Documents/R/win-library/4.1","0.107.14",NA,"R (>= 3.3.0)","graphics, grDevices, stats, utils, htmlwidgets, htmltools,
knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, crosstalk",NA,"MASS, rmarkdown, deldir, orientlib, lattice, misc3d, magick,
plotrix (>= 3.7-3), tripack, interp, alphashape3d, tcltk, js
(>= 1.2), akima, webshot2, downlit, pkgdown, extrafont, shiny,
manipulateWidget (>= 0.9.0), testthat, markdown","waldo","GPL",NA,NA,NA,NA,"yes","4.1.1"
"rhub","rhub","C:/Users/Victor/Documents/R/win-library/4.1","1.1.1",NA,NA,"assertthat, callr, cli (>= 1.1.0), crayon, desc, digest, httr,
jsonlite, parsedate, pillar, prettyunits, processx, R6,
rappdirs, rcmdcheck (>= 1.2.1), rematch, tibble, utils, uuid,
whoami, withr",NA,"covr, testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"rio","rio","C:/Users/Victor/Documents/R/win-library/4.1","0.5.26",NA,"R (>= 2.15.0)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.9.8), readxl (>= 0.1.1), openxlsx, tibble",NA,"datasets, bit64, testthat, knitr, magrittr, arrow, clipr,
feather, fst, hexView, jsonlite, pzfx, readODS (>= 1.6.4),
readr, rmarkdown, rmatio, xml2 (>= 1.2.0), yaml",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"rjson","rjson","C:/Users/Victor/Documents/R/win-library/4.1","0.2.20",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.1.0"
"rlang","rlang","C:/Users/Victor/Documents/R/win-library/4.1","0.4.12",NA,"R (>= 3.3.0)","utils",NA,"cli, covr, crayon, glue, magrittr, methods, pak, pillar,
rmarkdown, testthat (>= 3.0.0), vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"rmarkdown","rmarkdown","C:/Users/Victor/Documents/R/win-library/4.1","2.11",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), jsonlite, tinytex (>= 0.31), xfun
(>= 0.21), jquerylib, methods, stringr (>= 1.2.0)",NA,"shiny (>= 1.6.0), tufte, testthat (>= 3.0.0), digest,
dygraphs, vctrs, tibble, fs, rsconnect, withr (>= 2.4.2), bslib
(>= 0.2.5.1), sass (>= 0.4.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"rmdformats","rmdformats","C:/Users/Victor/Documents/R/win-library/4.1","1.0.2",NA,NA,"knitr, rmarkdown, bookdown, htmltools",NA,"questionr, DT, palmerpenguins, ggplot2",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"Rmpfr","Rmpfr","C:/Users/Victor/Documents/R/win-library/4.1","0.8-5",NA,"gmp (>= 0.6-1), R (>= 3.5.0)","stats, utils, methods",NA,"MASS, Bessel, polynom, sfsmisc (>= 1.0-20), Matrix","dfoptim, pracma","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"robustbase","robustbase","C:/Users/Victor/Documents/R/win-library/4.1","0.93-9",NA,"R (>= 3.5.0)","stats, graphics, utils, methods, DEoptimR",NA,"grid, MASS, lattice, boot, cluster, Matrix, robust,
fit.models, MPV, xtable, ggplot2, GGally, RColorBrewer,
reshape2, sfsmisc, catdata, doParallel, foreach, skewt","robustX, rrcov, matrixStats, quantreg, Hmisc","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"rootSolve","rootSolve","C:/Users/Victor/Documents/R/win-library/4.1","1.8.2.3",NA,"R (>= 2.01)","stats, graphics, grDevices",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"roxygen2","roxygen2","C:/Users/Victor/Documents/R/win-library/4.1","7.1.2",NA,"R (>= 3.3)","brew, commonmark, desc (>= 1.2.0), digest, knitr, methods,
pkgload (>= 1.0.2), purrr (>= 0.3.3), R6 (>= 2.1.2), rlang,
stringi, stringr (>= 1.0.0), utils, xml2","cpp11","covr, devtools, rmarkdown, testthat (>= 2.1.0), R.methodsS3,
R.oo",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"rprojroot","rprojroot","C:/Users/Victor/Documents/R/win-library/4.1","2.0.2",NA,"R (>= 3.0.0)",NA,NA,"covr, knitr, lifecycle, mockr, rmarkdown, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rrcov","rrcov","C:/Users/Victor/Documents/R/win-library/4.1","1.6-0",NA,"R (>= 2.10), robustbase (>= 0.92.1), methods","stats, stats4, mvtnorm, lattice, pcaPP",NA,"grid, MASS",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.1.1"
"rsample","rsample","C:/Users/Victor/Documents/R/win-library/4.1","0.1.1",NA,"R (>= 3.2)","dplyr (>= 1.0.0), ellipsis, furrr, generics, lifecycle,
methods, purrr, rlang (>= 0.4.10), slider (>= 0.1.5), tibble,
tidyr, tidyselect, vctrs (>= 0.3.0)",NA,"broom, covr, ggplot2, knitr, modeldata, recipes (>= 0.1.4),
rmarkdown, stats, testthat, utils, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"rstatix","rstatix","C:/Users/Victor/Documents/R/win-library/4.1","0.7.0",NA,"R (>= 3.3.0)","stats, utils, tidyr (>= 1.0.0), purrr, broom (>= 0.7.4), rlang
(>= 0.3.1), tibble (>= 2.1.3), dplyr (>= 0.7.1), magrittr,
corrplot, tidyselect (>= 1.0.0), car, generics (>= 0.0.2)",NA,"knitr, rmarkdown, ggpubr, graphics, emmeans, coin, boot,
testthat, spelling",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.0"
"rstpm2","rstpm2","C:/Users/Victor/Documents/R/win-library/4.1","1.5.2",NA,"R (>= 3.0.2), methods, survival, splines","graphics, Rcpp (>= 0.10.2), stats, mgcv, bbmle (>= 1.0.20),
fastGHQuad, deSolve, utils, parallel","Rcpp,RcppArmadillo,BH","eha, testthat, ggplot2, lattice, readstata13, mstate, scales,
survPen",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"rstudioapi","rstudioapi","C:/Users/Victor/Documents/R/win-library/4.1","0.13",NA,NA,NA,NA,"testthat, knitr, rmarkdown, clipr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rsvg","rsvg","C:/Users/Victor/Documents/R/win-library/4.1","2.1.2",NA,NA,NA,NA,"spelling, svglite, magick, webp, ggplot2, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"rticles","rticles","C:/Users/Victor/Documents/R/win-library/4.1","0.21",NA,NA,"utils, rmarkdown (>= 2.5), knitr (>= 1.30), yaml, tinytex (>=
0.30), xfun",NA,"testit, bookdown, xtable",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"Rttf2pt1","Rttf2pt1","C:/Users/Victor/Documents/R/win-library/4.1","1.3.9",NA,"R (>= 2.15)",NA,NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.1.0"
"RVAideMemoire","RVAideMemoire","C:/Users/Victor/Documents/R/win-library/4.1","0.9-80",NA,NA,"ade4 (>= 1.7-8), boot, car, FactoMineR, graphics, grDevices,
lme4 (>= 1.0-4), MASS, mixOmics, nnet, pls, pspearman, stats,
utils, vegan (>= 2.4-3)",NA,"ape, dgof, emmeans, EMT, FSA, labdsv, mvnormtest, ordinal,
RGCCA, statmod, survival",NA,"GPL-2",NA,NA,NA,NA,"no","4.1.2"
"Rvcg","Rvcg","C:/Users/Victor/Documents/R/win-library/4.1","0.20.2",NA,"R (>= 3.1.0)","Rcpp, grDevices, stats, utils","Rcpp, RcppEigen, RcppArmadillo","Morpho, rgl",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"rversions","rversions","C:/Users/Victor/Documents/R/win-library/4.1","2.1.0",NA,NA,"curl, utils, xml2 (>= 1.0.0)",NA,"mockery, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"rvest","rvest","C:/Users/Victor/Documents/R/win-library/4.1","1.0.2",NA,"R (>= 3.2)","httr (>= 0.5), lifecycle (>= 1.0.0), magrittr, rlang (>=
0.4.10), selectr, tibble, xml2 (>= 1.3)",NA,"covr, glue, knitr, readr, rmarkdown, repurrrsive, spelling,
stringi (>= 0.3.1), testthat (>= 3.0.2), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"Ryacas","Ryacas","C:/Users/Victor/Documents/R/win-library/4.1","1.1.3.1",NA,"R (>= 3.3.0)","Rcpp (>= 0.12.0), stats, methods, magrittr","Rcpp","devtools, exams, knitr, Matrix, pkgload, rmarkdown, igraph,
testthat (>= 2.1.0), unix, Rmpfr",NA,"GPL",NA,NA,NA,NA,"yes","4.1.0"
"s2","s2","C:/Users/Victor/Documents/R/win-library/4.1","1.0.7",NA,"R (>= 3.0.0)","Rcpp, wk (>= 0.5.0)","Rcpp, wk","testthat, vctrs",NA,"Apache License (== 2.0)",NA,NA,NA,NA,"yes","4.1.1"
"sandwich","sandwich","C:/Users/Victor/Documents/R/win-library/4.1","3.0-1",NA,"R (>= 3.0.0)","stats, utils, zoo",NA,"AER, car, geepack, lattice, lmtest, MASS, multiwayvcov,
parallel, pcse, plm, pscl, scatterplot3d, stats4, strucchange,
survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.1.0"
"sass","sass","C:/Users/Victor/Documents/R/win-library/4.1","0.4.0",NA,NA,"fs, rlang (>= 0.4.10), htmltools (>= 0.5.1), R6, rappdirs",NA,"testthat, knitr, rmarkdown, withr, shiny, curl",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"scales","scales","C:/Users/Victor/Documents/R/win-library/4.1","1.1.1",NA,"R (>= 3.2)","farver (>= 2.0.3), labeling, lifecycle, munsell (>= 0.5), R6,
RColorBrewer, viridisLite",NA,"bit64, covr, dichromat, ggplot2, hms (>= 0.5.0), testthat (>=
2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"scatterplot3d","scatterplot3d","C:/Users/Victor/Documents/R/win-library/4.1","0.3-41",NA,"R (>= 2.7.0)","grDevices, graphics, stats",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.1.1"
"seastests","seastests","C:/Users/Victor/Documents/R/win-library/4.1","0.15.4",NA,"R (>= 3.1.0)","xts, zoo, forecast, stats, graphics, utils",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"see","see","C:/Users/Victor/Documents/R/win-library/4.1","0.7.0.1",NA,"graphics, grDevices, R (>= 3.4), stats","bayestestR (>= 0.11.5), datawizard (>= 0.2.1), effectsize (>=
0.5), ggplot2 (>= 3.3.5), insight (>= 0.14.5), parameters (>=
0.15.0)",NA,"brms, coda, correlation, emmeans, factoextra, ggdist, ggraph,
ggrepel, ggridges, ggside, glmmTMB, grid, httr, lavaan, lme4,
logspline, MASS, mclust, metafor, modelbased, NbClust,
nFactors, patchwork, performance (>= 0.8.0), poorman, psych,
qqplotr, randomForest, rmarkdown, rstanarm, spelling, splines,
testthat (>= 3.1.0), tidygraph, tidyr, vdiffr",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.2"
"selectr","selectr","C:/Users/Victor/Documents/R/win-library/4.1","0.4-2",NA,"R (>= 3.0)","methods, stringr, R6",NA,"testthat, XML, xml2",NA,"BSD_3_clause + file LICENCE",NA,NA,NA,NA,"no","4.1.0"
